Dataset,Method,Epoch,Time,x,Train,Val,Test
ogbn-arxiv,DDP-8,22,3.2262,1.8353,0.4997,0.5357,0.5375
ogbn-arxiv,DDP-8,23,3.3647,1.7782,0.5075,0.5408,0.5404
ogbn-arxiv,DDP-8,24,3.5024,1.7716,0.5148,0.5470,0.5455
ogbn-arxiv,DDP-8,25,3.6405,1.7247,0.5216,0.5561,0.5606
ogbn-arxiv,DDP-8,26,3.7787,1.7209,0.5312,0.5623,0.5630
ogbn-arxiv,DDP-8,27,3.9168,1.6689,0.5397,0.5667,0.5688
ogbn-arxiv,DDP-8,28,4.0554,1.6386,0.5445,0.5722,0.5748
ogbn-arxiv,DDP-8,29,4.1939,1.6418,0.5522,0.5785,0.5801
ogbn-arxiv,DDP-8,30,4.3319,1.6292,0.5568,0.5839,0.5859
ogbn-arxiv,DDP-8,31,4.4706,1.6099,0.5644,0.5880,0.5883
ogbn-arxiv,DDP-8,32,4.6090,1.5605,0.5706,0.5940,0.5926
ogbn-arxiv,DDP-8,33,4.7470,1.5551,0.5730,0.5971,0.5976
ogbn-arxiv,DDP-8,34,4.8853,1.5455,0.5752,0.5961,0.5971
ogbn-arxiv,DDP-8,35,5.0235,1.5228,0.5799,0.6004,0.6001
ogbn-arxiv,DDP-8,36,5.1715,1.4851,0.5838,0.6068,0.6055
ogbn-arxiv,DDP-8,37,5.3193,1.4903,0.5875,0.6075,0.6067
ogbn-arxiv,DDP-8,38,5.4675,1.4653,0.5908,0.6078,0.6062
ogbn-arxiv,DDP-8,39,5.6149,1.4783,0.5931,0.6122,0.6109
ogbn-arxiv,DDP-8,40,5.7622,1.4417,0.5953,0.6136,0.6132
ogbn-arxiv,DDP-8,41,5.9104,1.4562,0.5976,0.6149,0.6133
ogbn-arxiv,DDP-8,42,6.0584,1.4243,0.5989,0.6163,0.6176
ogbn-arxiv,DDP-8,43,6.2073,1.4245,0.6016,0.6170,0.6150
ogbn-arxiv,DDP-8,44,6.3554,1.4232,0.6039,0.6207,0.6218
ogbn-arxiv,DDP-8,45,6.5031,1.3787,0.6058,0.6213,0.6216
ogbn-arxiv,DDP-8,46,6.6510,1.3752,0.6066,0.6221,0.6211
ogbn-arxiv,DDP-8,47,6.7990,1.3750,0.6087,0.6252,0.6257
ogbn-arxiv,DDP-8,48,6.9472,1.3852,0.6105,0.6251,0.6254
ogbn-arxiv,DDP-8,49,7.0946,1.3615,0.6121,0.6273,0.6290
